state,covered,critic_pred,true_value,abs_error,signed_error
153,True,-0.7929185032844543,-0.8497460044380336,0.05682750115357926,0.05682750115357926
154,True,-0.7391508221626282,-0.9682281070533465,0.22907728489071832,0.22907728489071832
155,True,-0.727896511554718,-0.9891447100097384,0.26124819845502034,0.26124819845502034
156,True,-0.5279940366744995,-0.9895264103428508,0.4615323736683513,0.4615323736683513
157,True,-0.5279535055160522,-0.999400069823854,0.47144656430780174,0.47144656430780174
158,True,-0.49410971999168396,-0.9996888000293078,0.5055790800376239,0.5055790800376239
159,True,-0.4193221926689148,-0.9996940731798247,0.5803718805109099,0.5803718805109099
160,True,-0.6155509352684021,-0.9996904583653599,0.38413952309695776,0.38413952309695776
161,True,-0.41752001643180847,-0.9997220495128332,0.5822020330810247,0.5822020330810247
162,True,-0.41100266575813293,-0.9997188722649523,0.5887162065068193,0.5887162065068193
163,True,-0.5111013650894165,-0.9997156666131902,0.4886143015237737,0.4886143015237737
164,True,-0.3313586413860321,-0.26949646464978166,0.06186217673625044,-0.06186217673625044
165,True,-0.35846349596977234,-0.3056773126681208,0.052786183301651524,-0.052786183301651524
166,True,-0.31793150305747986,-0.2325803443518243,0.08535115870565557,-0.08535115870565557
167,True,-0.19721969962120056,-0.22589919157168722,0.028679491950486663,0.028679491950486663
168,True,-0.2854750454425812,-0.2147357359382112,0.07073930950436999,-0.07073930950436999
169,True,-0.10473886877298355,-0.1608748996635731,0.05613603089058955,0.05613603089058955
170,True,-0.11656361073255539,-0.13967594257689717,0.023112331844341777,0.023112331844341777
171,True,-0.26761382818222046,-1.0000007036772063,0.7323868754949858,0.7323868754949858
172,True,-0.14713585376739502,-1.000000758332976,0.852864904565581,0.852864904565581
173,True,-0.2467372715473175,-1.000001060738978,0.7532637891916605,0.7532637891916605
174,False,0.007285319268703461,-1.0000001146326025,1.007285433901306,1.007285433901306
175,False,0.06519153714179993,-1.0000000730321301,1.06519161017393,1.06519161017393
176,False,0.18614965677261353,-1.000000002807264,1.1861496595798775,1.1861496595798775
177,False,0.24520069360733032,-0.9999999815781934,1.2452006751855236,1.2452006751855236
178,False,0.324211984872818,-1.000000386184783,1.324212371057601,1.324212371057601
179,False,0.13668128848075867,-1.000000489395942,1.1366817778767007,1.1366817778767007
180,False,-0.8901050686836243,-0.999999933709104,0.10989486502547974,0.10989486502547974
181,False,-0.7846021056175232,-0.9999999989883943,0.21539789337087112,0.21539789337087112
182,False,-0.8810638785362244,-0.9999992651057036,0.11893538656947922,0.11893538656947922
183,True,-0.7019159197807312,-0.9740815851491638,0.27216566536843256,0.27216566536843256
