state,row,col,covered,pi_d_star_V,pi_d_star_action,best_config_action,argmax_disagree,rank_correlation,ppo_discounted_return,ppo_discounted_return_stderr,value_gap,is_disagreement,severity,true_value_pi_beta,critic_pred_pi_beta,critic_abs_error,total_samples,log_coverage,goal_distance,start_distance,hazard_distance,local_connectivity
408,13,18,True,-0.4544776581551233,3,3,0,0.7745966692414834,-0.8660203251420379,0.0,0.4115426669869145,0,0.0,-0.973485666680588,-0.2805067300796509,0.6929789366009371,3,1.3862943611198906,29,35,6,2
409,13,19,True,-0.448967332079391,3,2,1,0.2581988897471611,-0.8660203251420379,0.0,0.4170529930626468,1,0.4170529930626468,-0.9731430973194168,-0.1992656290531158,0.7738774682663009,10,2.3978952727983707,28,36,5,3
410,13,20,True,-0.4489421671909721,3,3,0,0.948683298050514,-0.8660203251420379,0.0,0.4170781579510658,0,0.0,-0.9727512636016424,-0.3485254943370819,0.6242257692645606,23,3.1780538303479458,27,37,4,3
411,13,21,True,-0.3778907658271907,0,0,0,0.948683298050514,-0.8660203251420379,0.0,0.4881295593148471,0,0.0,-0.9767398344677564,-0.2022947967052459,0.7744450377625104,155,5.049856007249537,28,38,5,2
412,13,22,True,-0.3814475052165019,0,0,0,0.632455532033676,-0.8660203251420379,0.0,0.4845728199255359,0,0.0,-0.9818429659265034,-0.3559548258781433,0.6258881400483601,3313,8.105911197986508,31,41,8,1
413,13,23,True,0.409800453039409,3,3,0,0.7745966692414834,0.948404370499957,0.0286513339657225,-0.5386039174605479,0,0.0,-0.0356352091704606,-0.1926945745944976,0.157059365424037,23,3.1780538303479458,32,50,10,2
414,13,24,True,0.4249978464425576,3,3,0,0.948683298050514,0.948404370499957,0.0286513339657225,-0.5234065240573993,0,0.0,-0.0251366813280133,-0.1228926256299018,0.0977559443018885,32,3.4965075614664802,31,51,9,2
415,13,25,True,0.4393917638576163,0,0,0,0.948683298050514,0.9477009228049574,0.0293511662505975,-0.5083091589473411,0,0.0,-0.0114272784335229,-0.1294246912002563,0.1179974127667334,150,5.017279836814924,30,50,8,2
416,13,26,True,0.5232780171878458,3,3,0,0.632455532033676,0.956627415080722,0.0204889259287651,-0.4333493978928761,0,0.0,0.1000083502903431,0.0976253226399421,0.0023830276504009,925,6.8308742346461795,25,47,5,3
417,13,27,True,0.5410816617193931,1,1,0,0.7999999999999999,0.956627415080722,0.0204889259287651,-0.4155457533613288,0,0.0,0.1279223502074773,0.1418478488922119,0.0139254986847345,1216,7.104144092987527,24,48,6,2
418,13,28,True,0.5589291436423935,1,1,0,0.948683298050514,0.9582226599539048,0.0189115299634101,-0.3992935163115111,0,0.0,0.1671917103005905,0.2518819272518158,0.0846902169512252,3230,8.080546965824498,23,53,3,2
419,13,29,True,0.5417372463523683,2,2,0,0.1999999999999999,0.956627415080722,0.0204889259287651,-0.4148901687283536,0,0.0,0.1424785067481656,0.2117355167865753,0.0692570100384097,3939,8.27893600229198,24,52,2,2
433,14,13,True,-0.9999989913057314,3,3,0,0.632455532033676,-0.8727193088849361,0.006698983742898,-0.1272796824207953,0,0.0,-0.9993248155151248,-0.899170458316803,0.1001543571983218,4,1.6094379124341003,35,29,3,4
434,14,14,True,-0.9999989913057312,3,3,0,0.948683298050514,-0.8727193088849361,0.006698983742898,-0.1272796824207952,0,0.0,-0.9996548986891332,-0.917904496192932,0.081750402496201,84,4.442651256490317,34,30,4,3
435,14,15,True,-0.9999989913057312,3,2,1,0.316227766016838,-0.8727193088849361,0.006698983742898,-0.1272796824207952,0,0.0,-0.9996606724716168,-0.9951547384262084,0.0045059340454082,103,4.6443908991413725,35,31,5,2
436,14,16,True,-0.9999989913057348,3,3,0,0.7745966692414834,-0.8660203251420379,0.0,-0.1339786661636969,0,0.0,-0.9666365343874468,-0.4128601253032684,0.5537764090841784,3,1.3862943611198906,30,34,9,2
437,14,17,True,-0.9999989913057348,1,2,1,0.8944271909999159,-0.8660203251420379,0.0,-0.1339786661636969,0,0.0,-0.9661194046186508,-0.7314652800559998,0.234654124562651,6,1.9459101490553132,29,35,10,2
440,14,20,True,-0.9999997977669054,3,3,0,0.7745966692414834,-0.2083165432543165,0.2003736317612395,-0.7916832545125889,0,0.0,-0.944134251161362,-0.1650899946689605,0.7790442564924014,7,2.0794415416798357,26,38,3,3
441,14,21,True,-0.9999997979425332,3,3,0,0.7745966692414834,0.829548189878707,0.1077580896795645,-1.82954798782124,0,0.0,-0.942678847994452,-0.283187985420227,0.6594908625742251,7,2.0794415416798357,25,39,2,3
442,14,22,True,-0.999999798261147,3,3,0,0.7745966692414834,0.829548189878707,0.1077580896795645,-1.8295479881398544,0,0.0,-0.9354879243665576,-0.1798658072948455,0.7556221170717119,5,1.791759469228055,24,40,1,3
445,14,25,True,0.4892769028740652,3,1,1,0.7378647873726218,0.9311501552955116,0.0458488108643358,-0.4418732524214462,0,0.0,-0.0108567451902455,-0.1575429737567901,0.1466862285665445,233,5.455321115357702,27,45,4,2
446,14,26,True,0.5061515315958242,0,0,0,0.948683298050514,0.9558417369399146,0.0212667919498785,-0.4496902053440904,0,0.0,0.0670734135066942,-0.017811007797718,0.0848844213044123,287,5.662960480135946,26,46,5,2
447,14,27,True,0.5586108680351393,1,1,0,0.948683298050514,0.9574210293643656,0.0197038320189354,-0.3988101613292263,0,0.0,0.1426184897267449,0.1114673390984535,0.0311511506282914,1155,7.052721049232323,23,49,7,2
448,14,28,True,0.576274163839867,3,3,0,0.7999999999999999,0.959032387822126,0.0181120583043055,-0.3827582239822589,0,0.0,0.1905600022818855,0.2533639073371887,0.0628039050553032,2847,7.954372272531867,22,54,4,2
449,14,29,True,0.5937335859705479,1,1,0,1.0,0.959850294759723,0.0173054794026368,-0.3661167087891751,0,0.0,0.2050184798131367,0.3454929888248443,0.1404745090117076,2734,7.913886714856082,21,53,5,2
463,15,13,True,-0.9999989913057314,3,2,1,0.2581988897471611,-0.8794182926278342,0.0092211136293835,-0.1205806986778972,0,0.0,-0.999662424845204,-0.619183361530304,0.3804790633149,4,1.6094379124341003,34,30,2,3
464,15,14,True,-0.9999989913057314,0,0,0,0.8944271909999159,-0.8727193088849361,0.006698983742898,-0.1272796824207953,0,0.0,-0.9996589770213063,-0.9816361665725708,0.0180228104487355,12,2.5649493574615367,33,31,3,3
465,15,15,True,-0.9999989913057314,0,0,0,0.948683298050514,-0.8727193088849361,0.006698983742898,-0.1272796824207953,0,0.0,-0.9996644320543252,-0.9632462859153748,0.0364181461389503,25,3.258096538021482,34,32,6,2
467,15,17,True,-0.9999989913057348,0,0,0,0.7745966692414834,-0.8660203251420379,0.0,-0.1339786661636969,0,0.0,-0.965017061542767,-0.4553488790988922,0.5096681824438748,2,1.0986122886681098,28,36,11,2
472,15,22,True,-0.9999989913057348,3,3,0,0.7745966692414834,-0.2083165432543165,0.2003736317612395,-0.7916824480514183,0,0.0,-0.4936305580673268,-0.0507062152028083,0.4429243428645184,1,0.6931471805599453,23,41,2,2
473,15,23,True,-0.9999989913057348,1,1,0,0.7745966692414834,-0.2083165432543165,0.2003736317612395,-0.7916824480514184,0,0.0,-0.4755627192848252,-0.1214473769068718,0.3541153423779534,1,0.6931471805599453,22,42,3,2
474,15,24,True,0.4563171439965158,3,3,0,0.7745966692414834,0.9311501552955116,0.0458488108643358,-0.4748330112989957,0,0.0,-0.0373903381067565,-0.1276294589042663,0.0902391207975097,10,2.3978952727983707,27,43,2,2
475,15,25,True,0.4726618928365245,0,0,0,0.948683298050514,0.9311501552955116,0.0458488108643358,-0.458488262458987,0,0.0,-0.0232564928916214,-0.1702485978603363,0.1469921049687148,187,5.236441962829949,28,44,3,2
476,15,26,True,0.5918392952160876,1,1,0,0.948683298050514,0.9582226599539048,0.0189115299634101,-0.3663833647378171,0,0.0,0.1761671810213659,0.1168045476078987,0.0593626334134672,79,4.382026634673881,21,51,9,2
477,15,27,True,0.5765253502405868,3,3,0,1.0,0.959032387822126,0.0181120583043055,-0.382507037581539,0,0.0,0.1753925550386066,0.1902133524417877,0.014820797403181,1070,6.976348070447749,22,50,8,3
478,15,28,True,0.5937259366001234,3,3,0,0.7999999999999999,0.959850294759723,0.0173054794026368,-0.3661243581595996,0,0.0,0.189753827844389,0.3344999849796295,0.1447461571352404,1112,7.014814351275545,21,51,7,2
479,15,29,True,0.6116380887025817,1,1,0,0.3999999999999999,0.9606764633835588,0.0164918860773893,-0.349038374680977,0,0.0,0.2199125792774175,0.3292406499385834,0.1093280706611658,3211,8.074649075066652,20,52,6,3
494,16,14,True,-0.9999989913057316,3,2,1,0.2581988897471611,-0.8727193088849361,0.006698983742898,-0.1272796824207954,0,0.0,-0.9996251983635916,-0.618724524974823,0.3809006733887686,1,0.6931471805599453,32,32,4,3
495,16,15,True,-0.9999989913057314,0,0,0,0.7745966692414834,-0.8727193088849361,0.006698983742898,-0.1272796824207953,0,0.0,-0.9996667834675728,-0.6863240599632263,0.3133427235043465,2,1.0986122886681098,33,33,5,2
503,16,23,True,-0.9999989913057348,3,3,0,0.7745966692414834,-0.2083165432543165,0.2003736317612395,-0.7916824480514184,0,0.0,-0.4651608705662048,0.0276967510581016,0.4928576216243064,1,0.6931471805599453,21,43,4,2
504,16,24,True,-0.9999989913057348,3,3,0,0.7745966692414834,-0.2083165432543165,0.2003736317612395,-0.7916824480514184,0,0.0,-0.4588353019709916,0.0312322005629539,0.4900675025339455,5,1.791759469228055,20,44,5,3
505,16,25,True,-0.9999989913057348,1,1,0,0.948683298050514,-0.2083165432543165,0.2003736317612395,-0.7916824480514183,0,0.0,-0.4584089889289698,-0.0165231600403785,0.4418858288885913,12,2.5649493574615367,21,45,6,2
506,16,26,True,0.6092028456497177,3,3,0,0.632455532033676,0.9582226599539048,0.0189115299634101,-0.3490198143041869,0,0.0,0.1925302617037253,0.1985314488410949,0.0060011871373696,80,4.394449154672439,20,52,10,2
507,16,27,True,0.6275334779634848,1,1,0,0.948683298050514,0.959850294759723,0.0173054794026368,-0.3323168167962382,0,0.0,0.2065532588241738,0.2151374518871307,0.0085841930629568,77,4.356708826689592,19,53,11,2
508,16,28,True,0.6151388951363105,1,1,0,0.948683298050514,0.9606764633835588,0.0164918860773893,-0.3455375682472482,0,0.0,0.2229877206728577,0.2275102734565735,0.0045225527837157,122,4.812184355372417,20,54,8,2
509,16,29,True,0.6301278626668423,1,1,0,0.3999999999999999,0.9615109771450088,0.0156714105016808,-0.3313831144781665,0,0.0,0.2347132625745875,0.3429657518863678,0.1082524893117803,3116,8.044626279767337,19,53,7,3
534,17,24,True,-0.9999989913057348,3,3,0,0.7745966692414834,-0.2083165432543165,0.2003736317612395,-0.7916824480514183,0,0.0,-0.4070676774139067,0.14948171377182,0.5565493911857268,3,1.3862943611198906,19,45,6,3
535,17,25,True,-0.9999989913057348,0,0,0,0.8944271909999159,-0.2083165432543165,0.2003736317612395,-0.7916824480514183,0,0.0,-0.4513499434898886,0.1095214411616325,0.5608713846515212,10,2.3978952727983707,20,46,7,2
536,17,26,True,0.6621908208661633,1,1,0,0.948683298050514,0.92804330398992,0.0489496885194691,-0.2658524831237565,0,0.0,0.2430831857745347,0.2561097145080566,0.0130265287335218,6,1.9459101490553132,17,55,11,2
537,17,27,True,0.6455689128810191,2,3,1,0.3999999999999999,0.9606764633835588,0.0164918860773893,-0.3151075505025396,0,0.0,0.2234919625902191,0.3498855531215668,0.1263935905313476,77,4.356708826689592,18,54,10,3
538,17,28,True,0.632894629669399,1,1,0,0.948683298050514,0.9606764633835588,0.0164918860773893,-0.3277818337141597,0,0.0,0.2364150112440227,0.2195391952991485,0.0168758159448741,308,5.733341276897746,19,55,9,4
539,17,29,True,0.6490433317594068,1,1,0,0.948683298050514,0.9623539203383928,0.0148442362952296,-0.3133105885789859,0,0.0,0.2492177370182569,0.363776296377182,0.114558559358925,3246,8.085486772102845,18,54,8,3
565,18,25,True,0.7071897623217115,1,1,0,0.948683298050514,0.92804330398992,0.0489496885194691,-0.2208535416682083,0,0.0,0.3025592752746671,0.279973953962326,0.022585321312341,6,1.9459101490553132,15,53,13,2
566,18,26,True,0.6901178649220118,2,2,0,0.632455532033676,0.9311501552955116,0.0458488108643358,-0.2410322903734997,0,0.0,0.268376926231427,0.433647096157074,0.1652701699256469,4,1.6094379124341003,16,54,12,2
567,18,27,True,0.6627914897250927,1,1,0,0.948683298050514,0.9311501552955116,0.0458488108643358,-0.2683586655704187,0,0.0,0.2530653343800192,0.2447978556156158,0.0082674787644033,29,3.4011973816621555,17,55,11,2
568,18,28,True,0.6499898962429557,1,1,0,0.948683298050514,0.9623539203383928,0.0148442362952296,-0.312364024095437,0,0.0,0.2507329035451092,0.24514901638031,0.0055838871647991,227,5.429345628954441,18,56,10,3
569,18,29,True,0.6676605416284322,1,1,0,0.7999999999999999,0.9632053781094876,0.0140106152221106,-0.2955448364810554,0,0.0,0.2642205393716291,0.4361474812030792,0.1719269418314501,3226,8.079308192051961,17,55,9,2
595,19,25,True,0.724434103129489,1,1,0,0.7745966692414834,0.9311501552955116,0.0458488108643358,-0.2067160521660225,0,0.0,0.3359975373228914,0.3097093403339386,0.0262881969889528,18,2.9444389791664403,14,52,13,3
596,19,26,True,0.7071897623217115,2,2,0,0.948683298050514,0.92804330398992,0.0489496885194691,-0.2208535416682083,0,0.0,0.3011963852285011,0.4448130428791046,0.1436166576506035,19,2.995732273553991,15,53,13,2
597,19,27,True,0.6810672364774019,2,2,0,0.632455532033676,0.9311501552955116,0.0458488108643358,-0.2500829188181096,0,0.0,0.2727453102364535,0.4342613518238067,0.1615160415873532,32,3.4965075614664802,16,54,12,2
598,19,28,True,0.6678142684680647,3,3,0,0.7999999999999999,0.9632053781094876,0.0140106152221106,-0.295391109641423,0,0.0,0.2656168364654844,0.3341309428215027,0.0685141063560182,555,6.320768294250582,17,57,11,2
599,19,29,True,0.68631873242643,1,1,0,0.3999999999999999,0.9640654364641288,0.0131708906508796,-0.2777467040376988,0,0.0,0.2802165931104645,0.4152680933475494,0.1350515002370849,3517,8.165647925297504,16,56,10,3
625,20,25,True,0.7492928281900514,1,1,0,0.948683298050514,0.966698088171613,0.0106207270767822,-0.2174052599815615,0,0.0,0.3607757892190764,0.654984176158905,0.2942083869398286,20,3.044522437723423,13,51,12,4
626,20,26,True,0.7317999001316683,2,1,1,0.7378647873726218,0.9193545681133888,0.0576251347416019,-0.1875546679817206,0,0.0,0.162349206950796,0.166266918182373,0.0039177112315769,13,2.6390573296152584,14,52,13,2
627,20,27,True,0.6695635186758466,3,3,0,0.632455532033676,0.9632053781094876,0.0140106152221106,-0.2936418594336411,0,0.0,0.2550014577007661,0.2484662234783172,0.0065352342224488,14,2.70805020110221,17,57,13,1
628,20,28,True,0.6864277964164942,3,3,0,0.7999999999999999,0.9640654364641288,0.0131708906508796,-0.2776376400476347,0,0.0,0.2728198202423597,0.3654125034809112,0.0925926832385515,659,6.492239835020471,16,56,12,3
629,20,29,True,0.7058840925172202,1,1,0,0.3999999999999999,0.9640654364641288,0.0131708906508796,-0.2581813439469087,0,0.0,0.2974527198570219,0.4327079951763153,0.1352552753192934,4109,8.32117830749028,15,57,11,3
654,21,24,True,0.7539342851015424,1,1,0,0.7745966692414834,0.966698088171613,0.0106207270767822,-0.2127638030700706,0,0.0,0.4069553408565288,0.1398715376853943,0.2670838031711345,8,2.1972245773362196,13,51,10,3
655,21,25,True,0.7716507928060858,1,1,0,0.948683298050514,0.92804330398992,0.0489496885194691,-0.156392511183834,0,0.0,0.4115778144554178,0.3711138367652893,0.0404639776901284,17,2.8903717578961645,12,52,11,3
656,21,26,True,0.635994348959529,3,3,0,0.948683298050514,0.9193545681133888,0.0576251347416019,-0.2833602191538599,0,0.0,0.090531977933205,0.2304363250732422,0.1399043471400371,170,5.14166355650266,15,53,14,2
657,21,27,True,0.6495788259818696,3,2,1,0.3999999999999999,0.9193545681133888,0.0576251347416019,-0.2697757421315193,0,0.0,0.1006594680803243,0.247772067785263,0.1471125997049387,232,5.4510384535657,16,54,14,2
658,21,28,True,0.6681940214069959,0,0,0,0.948683298050514,0.9632053781094876,0.0140106152221106,-0.2950113567024918,0,0.0,0.1673471812700191,0.2853786647319793,0.1180314834619602,121,4.804021044733257,17,55,13,2
659,21,29,True,0.725425925244901,1,1,0,0.3999999999999999,0.9649341822768978,0.0123255311535583,-0.2395082570319967,0,0.0,0.3187075904147622,0.522731602191925,0.2040240117771628,4603,8.434680769841773,14,58,12,2
683,22,23,True,0.7539342851015424,2,2,0,0.7745966692414834,0.9223643991626173,0.0546194290293436,-0.1684301140610749,0,0.0,0.138534109663883,0.0795163884758949,0.059017721187988,1,0.6931471805599453,13,51,8,2
684,22,24,True,0.7716507928060858,3,3,0,0.948683298050514,0.92804330398992,0.0489496885194691,-0.156392511183834,0,0.0,0.4239500719025915,0.2795378565788269,0.1444122153237646,32,3.4965075614664802,12,52,9,3
685,22,25,True,0.7895462551339075,1,2,1,0.7378647873726218,0.966698088171613,0.0106207270767822,-0.1771518330377054,0,0.0,0.4636300885670352,0.4219437837600708,0.0416863048069644,40,3.713572066704308,11,53,10,3
686,22,26,True,0.8076224797074648,1,1,0,0.7745966692414834,0.9675934264258716,0.0097634255180703,-0.1599709467184068,0,0.0,0.6142928189132256,0.2705661952495575,0.3437266236636681,4,1.6094379124341003,10,56,11,1
687,22,27,True,0.7841715551249788,1,1,0,1.0,0.966698088171613,0.0106207270767822,-0.1825265330466341,0,0.0,0.3900587382660241,0.5992260575294495,0.2091673192634253,4617,8.43771698991444,11,59,14,2
688,22,28,True,0.7644786234083386,2,2,0,1.0,0.9675934264258716,0.0097634255180703,-0.203114803017533,0,0.0,0.3568815001882006,0.5615650415420532,0.2046835413538526,7004,8.854379458771108,12,60,14,2
689,22,29,True,0.7447543052628999,2,2,0,0.632455532033676,0.966698088171613,0.0106207270767822,-0.221943782908713,0,0.0,0.3365609470067174,0.5353993773460388,0.1988384303393214,6625,8.798756582859841,13,59,13,2
712,23,22,True,0.7356937973218574,3,3,0,0.7745966692414834,0.9658117032998969,0.0114751796586637,-0.2301179059780393,0,0.0,0.3294127879712688,0.2305812835693359,0.0988315044019328,1,0.6931471805599453,13,51,6,3
713,23,23,True,0.7532260576750909,3,3,0,0.632455532033676,0.9675934264258716,0.0097634255180703,-0.2143673687507807,0,0.0,0.425160992342733,0.3477176427841186,0.0774433495586143,36,3.6109179126442243,12,52,7,3
714,23,24,True,0.783600918812372,3,3,0,0.7999999999999999,0.9675934264258716,0.0097634255180703,-0.1839925076134996,0,0.0,0.474967312233828,0.4057625830173492,0.0692047292164788,43,3.784189633918261,11,53,8,2
715,23,25,True,0.8076224797074648,3,1,1,0.7378647873726218,0.969411325748364,0.0080482792854402,-0.1617888460408992,0,0.0,0.6343171315506048,0.7180273532867432,0.0837102217361384,101,4.624972813284271,10,54,9,4
716,23,26,True,0.8258812924080277,1,2,1,0.7999999999999999,0.9675934264258716,0.0097634255180703,-0.141712134017844,0,0.0,0.6320058340608474,0.6895840167999268,0.0575781827390793,129,4.867534450455582,9,55,10,3
717,23,27,True,0.8043639404850288,1,1,0,0.632455532033676,0.969411325748364,0.0080482792854402,-0.1650473852633353,0,0.0,0.4266555593052947,0.6095518469810486,0.1828962876757538,3609,8.191463051326927,10,58,13,3
718,23,28,True,0.7836422681677923,2,2,0,1.0,0.966698088171613,0.0106207270767822,-0.1830558200038207,0,0.0,0.1706425744538435,0.6510564684867859,0.4804138940329423,725,6.587550014824796,11,59,14,2
719,23,29,True,0.7639981377212857,2,2,0,0.316227766016838,0.9675934264258716,0.0097634255180703,-0.2035952887045859,0,0.0,-0.1682184771377034,0.2517016530036926,0.419920130141396,1490,7.307202314764738,12,60,15,2
742,24,22,True,0.3703476266069604,3,3,0,0.7745966692414834,0.9260737466571424,0.0509158361196036,-0.5557261200501818,0,0.0,0.0810365451949245,-0.4909948110580444,0.572031356252969,27,3.332204510175204,14,52,7,2
743,24,23,True,0.3706830263702396,2,2,0,0.7745966692414834,0.9260737466571424,0.0509158361196036,-0.5553907202869026,0,0.0,0.0861489702449551,-0.2048993110656738,0.291048281310629,27,3.332204510175204,13,53,8,3
744,24,24,True,0.8026830950002165,3,3,0,0.632455532033676,0.969411325748364,0.0080482792854402,-0.1667282307481475,0,0.0,0.6390649694491789,0.0804876908659935,0.5585772785831854,32,3.4965075614664802,10,56,11,1
745,24,25,True,0.8245337989111071,3,3,0,0.3999999999999999,0.970334070442792,0.0071970167682899,-0.1458002715316849,0,0.0,0.6636396690394989,0.6249844431877136,0.0386552258517852,246,5.5093883366279774,9,55,10,3
746,24,26,True,0.8459928129170498,1,1,0,1.0,0.971266135790699,0.0063574379322471,-0.1252733228736492,0,0.0,0.6854277451020211,0.6908199787139893,0.0053922336119681,4556,8.424419791263883,8,56,11,4
747,24,27,True,0.8250820964438441,2,2,0,0.1999999999999999,0.970334070442792,0.0071970167682899,-0.1452519739989479,0,0.0,0.4587127483882222,0.6338568925857544,0.1751441441975322,4331,8.37378460812088,9,57,12,3
748,24,28,True,0.7248827664673716,3,1,1,0.3999999999999999,-0.8660203251420379,0.0,1.5909030916094091,1,1.5909030916094091,-0.3838511921821352,-0.0530651062726974,0.3307860859094377,10686,9.276783328524896,14,62,17,2
749,24,29,True,0.7442935065927629,0,2,1,-0.632455532033676,-0.8660203251420379,0.0,1.6103138317348007,1,1.6103138317348007,-0.3295442681011119,0.2100645005702972,0.5396087686714092,4305,8.367764677924308,13,61,16,2
776,25,26,True,0.867997433701718,1,1,0,0.3999999999999999,0.971266135790699,0.0063574379322471,-0.1032687020889809,0,0.0,0.729353633217853,0.7130699753761292,0.0162836578417238,5476,8.608312784783722,7,57,12,2
777,25,27,True,0.801547104266294,0,0,0,0.316227766016838,0.969411325748364,0.0080482792854402,-0.16786422148207,0,0.0,-0.0210410775023639,0.1826804876327514,0.2037215651351153,1448,7.278628942320682,10,58,13,2
778,25,28,True,0.7057637479175722,0,0,0,0.1999999999999999,-0.8660203251420379,0.0,1.57178407305961,0,0.0,-0.3983188955320804,-0.0813745930790901,0.3169443024529902,11849,9.380083146563278,13,61,16,2
779,25,29,True,0.9293879194012996,1,1,0,0.7745966692414834,0.975089501,0.0034521679333047,-0.0457015815987003,0,0.0,0.8539624492872334,0.9400618672370912,0.0860994179498576,5,1.791759469228055,4,64,11,1
806,26,26,True,0.888741003865748,1,1,0,0.1999999999999999,0.9722076159401,0.005539489130335,-0.0834666120743521,0,0.0,0.772213961035002,0.7689467072486877,0.0032672537863142,4046,8.305731144875866,6,58,13,2
807,26,27,True,0.6721510585094194,3,3,0,0.1999999999999999,-0.8660203251420379,0.0,1.5381713836514572,0,0.0,-0.4030068685059929,-0.2653336524963379,0.137673216009655,5239,8.564076777315087,11,59,14,2
808,26,28,True,0.6868679560403543,0,0,0,0.3999999999999999,-0.8660203251420379,0.0,1.5528882811823923,0,0.0,-0.4068821123230685,-0.2263089418411255,0.180573170481943,8938,9.098179005087852,12,60,15,2
809,26,29,True,0.95374887769738,1,1,0,1.0,0.976069601,0.0030528062093478,-0.02232072330262,0,0.0,0.874405884389387,1.056530475616455,0.182124591227068,251,5.529429087511423,3,63,10,2
836,27,26,True,0.9099930917703976,3,3,0,1.0,0.97315860599,0.0047598623097337,-0.0631655142196023,0,0.0,0.8199388299189645,0.7712165713310242,0.0487222585879403,3393,8.129764445794171,5,59,12,2
837,27,27,True,0.9312530937171292,3,3,0,0.7999999999999999,0.975089501,0.0034521679333047,-0.0438364072828707,0,0.0,0.8414069113102127,0.7726691961288452,0.0687377151813675,4348,8.37770121259764,4,60,11,2
838,27,28,True,0.9528849122049012,3,3,0,0.7999999999999999,0.976069601,0.0030528062093478,-0.0231846887950987,0,0.0,0.8688289741752693,0.8744597434997559,0.0056307693244865,7900,8.974744612722734,3,61,10,2
839,27,29,True,0.974805256802138,1,1,0,0.1999999999999999,0.977059601,0.002940399,-0.0022543441978618,0,0.0,0.8960410412538379,0.8601918816566467,0.0358491595971911,6977,8.85051762174672,2,62,9,3
869,28,29,True,0.9977303761352038,1,1,0,0.3999999999999999,0.978059601,0.0031552277197393,0.0196707751352037,0,0.0,0.9931496771071442,0.9827681183815002,0.0103815587256439,2733,7.913521017283895,1,63,8,2
